Dates,Financials,Consumer Staples,Energy,Industrials,Healthcare,Consumer Discretionary,Utilities,Information Technology,Materials,S&P500,Communication Services
6/10/2008,16474,4060512,70646,70646,151165,261820,1090364,1090364,582776,3515616,854726
6/11/2008,31156,3311295,169184,169184,50395,670072,1126952,1126952,466143,2856134,994402
6/12/2008,26106,3695460,240616,240616,31422,238380,1084880,1084880,558174,3012379,666511
6/13/2008,11268,2527530,47270,47270,33655,262336,730380,730380,405244,5364909,138501
6/16/2008,13284,2307792,139712,139712,38586,719948,555128,555128,388254,4016901,398211
6/17/2008,24097,2803875,159954,159954,27321,258544,287948,287948,660282,4279260,463387
6/18/2008,44057,2301369,56076,56076,46875,349212,662848,662848,551597,7346645,383754
6/19/2008,20076,1793088,112528,112528,38370,166440,864692,864692,513120,3840457,542353
6/20/2008,16201,1536918,129594,129594,122446,581648,1046736,1046736,534457,4008397,365354
6/23/2008,21795,1628247,125078,125078,35556,241644,1190092,1190092,678123,2944545,478274
6/24/2008,42393,2536755,184468,184468,53731,177172,1331504,1331504,600404,4645129,250339
6/25/2008,16924,2513769,78098,78098,69197,152772,1010224,1010224,512471,5448624,501196
6/26/2008,11558,2206365,335020,335020,54306,294812,835372,835372,697887,5207024,452893
6/27/2008,31846,2983227,164732,164732,49298,235620,809676,809676,584936,6571344,580749
6/30/2008,89055,3019797,314628,314628,57141,427976,678712,678712,444770,3850268,480804
7/1/2008,66881,3258588,333474,333474,67778,557776,5707476,5707476,1054507,6472663,2564537
7/2/2008,29773,3779997,107042,107042,92109,380384,1295640,1295640,1287242,3660577,478388
7/3/2008,15243,2461050,91110,91110,56979,223100,651108,651108,1216722,4094745,238786
7/4/2008,15243,2461050,91110,91110,56979,223100,651108,651108,1216722,4094745,238786
7/7/2008,52386,3991938,221314,221314,93315,1009000,1312760,1312760,1122851,10545067,293608
7/8/2008,51506,4639188,316420,316420,86556,1162116,854196,854196,1335291,6740817,264100
7/9/2008,21936,2020824,87558,87558,64121,154928,496132,496132,972487,4145892,214594
7/10/2008,32477,2939043,198704,198704,107247,372044,1128824,1128824,1312435,4280789,306438
7/11/2008,32336,3292266,126898,126898,90345,450076,1069780,1069780,1445531,6491774,220982
7/14/2008,42192,2428884,162936,162936,60007,796164,838416,838416,1018883,4179590,159828
7/15/2008,45361,2679060,230828,230828,65753,347888,1102092,1102092,1010786,8831680,453216
7/16/2008,37414,3782661,293554,293554,108019,389580,585872,585872,922774,4052801,325524
7/17/2008,53109,4135023,175982,175982,105309,974552,674204,674204,878442,5598352,540101
7/18/2008,27818,5776356,282794,282794,41439,334872,482876,482876,1035781,4102994,155554
7/21/2008,31235,4490112,105456,105456,71826,373460,492608,492608,938026,3321232,217182
7/22/2008,31834,5378136,64178,64178,84968,239096,500144,500144,1105027,4143935,308955
7/23/2008,45516,6786027,256470,256470,68317,367064,869188,869188,713390,7051878,665086
7/24/2008,21709,2552749,209774,209774,91555,753544,1911832,1911832,910263,5137189,170868
7/25/2008,56210,1653867,168188,168188,106266,224420,816352,816352,784893,3301566,226575
7/28/2008,18081,1453803,183056,183056,56315,185328,551900,551900,491676,2877799,244092
7/29/2008,40635,1752066,90598,90598,61709,201512,519732,519732,481643,3267650,319454
7/30/2008,32349,2353681,239340,239340,43320,124916,1012864,1012864,536429,4347371,274665
7/31/2008,20650,1519469,152864,152864,57326,321576,476864,476864,653051,3107411,1555322
8/1/2008,71122,2489876,296942,296942,312673,400164,3614892,3614892,913358,3145672,577542
8/4/2008,47929,2732150,146294,146294,161083,463760,928756,928756,948492,2564984,293383
8/5/2008,34316,2074722,393510,393510,183041,271092,1620492,1620492,1192633,2642077,377325
8/6/2008,39398,2323038,106364,106364,139215,134848,738836,738836,569997,2440305,110243
8/7/2008,86950,1504918,116762,116762,195849,242732,460228,460228,457899,1790896,348600
8/8/2008,37939,1551424,80486,80486,242444,289856,384396,384396,529747,1945535,261190
8/11/2008,24692,1302969,118324,118324,251995,261620,667832,667832,535929,3076495,634314
8/12/2008,37083,1196077,85772,85772,122223,391940,1144732,1144732,581109,2259323,450521
8/13/2008,52938,1375311,136258,136258,126652,589876,811036,811036,774209,3474969,213262
8/14/2008,29594,1691057,140972,140972,75459,477040,491964,491964,547482,2026838,210909
8/15/2008,52475,1661500,86396,86396,121795,390052,506792,506792,575856,1968980,165623
8/18/2008,20566,987392,92282,92282,233669,289772,837880,837880,411409,2836586,165477
8/19/2008,223782,1465336,94086,94086,81051,195420,484456,484456,575137,2010238,113695
8/20/2008,74928,1856981,185586,185586,63616,308960,593260,593260,695412,2367429,159207
8/21/2008,119942,1973691,83390,83390,73092,390008,492856,492856,318876,1523261,246719
8/22/2008,36653,1544406,100508,100508,68009,233444,247672,247672,502962,1762373,168608
8/25/2008,35568,880138,112186,112186,91541,224772,376012,376012,295363,2064463,87681
8/26/2008,21226,1163736,238672,238672,50763,189544,2989212,2989212,256288,1477782,109080
8/27/2008,12072,1404825,74850,74850,53976,142744,276672,276672,148264,1261069,139039
8/28/2008,32704,1890187,110738,110738,45169,149828,318656,318656,143023,2156000,114532
8/29/2008,29056,846427,46182,46182,53807,165824,619928,619928,114784,1972840,119395
9/1/2008,29056,846427,46182,46182,53807,165824,619928,619928,114784,1972840,119395
9/2/2008,20317,1720546,87608,87608,136265,588372,932376,932376,304769,3701101,422356
9/3/2008,86524,1852003,399830,399830,119081,294504,770420,770420,500362,2728205,344115
9/4/2008,141428,2576338,338384,338384,270122,474664,1229292,1229292,702755,2891221,336990
9/5/2008,86949,2054442,442284,442284,320616,366824,690132,690132,1442348,2413363,133690
9/8/2008,231054,2252927,307316,307316,216498,868972,883320,883320,1293166,4762728,229804
9/9/2008,38876,2185795,114560,114560,73192,438372,1063940,1063940,1373253,6747372,817130
9/10/2008,118614,2660365,79984,79984,160634,338492,729428,729428,1756872,3299501,419747
9/11/2008,227198,3544116,223870,223870,86660,316652,743780,743780,2546520,3084245,200658
9/12/2008,61478,3803677,224174,224174,59488,342224,844048,844048,1608892,3524510,304693
9/15/2008,153113,3236936,447564,447564,105212,747108,2745308,2745308,1715782,9182284,401494
9/16/2008,77713,4065912,522068,522068,81449,544656,2163940,2163940,1993681,13552153,495512
9/17/2008,85611,3547436,276776,276776,191968,573048,2331812,2331812,2107176,6806225,404011
9/18/2008,119973,4107403,612862,612862,158684,1249276,2103196,2103196,2056112,13529905,650708
9/19/2008,1017043,1758429,296466,296466,1236621,183976,1290752,1290752,667497,5636682,343626
9/22/2008,236385,1187475,210142,210142,86675,1717072,822652,822652,736326,3731650,206886
9/23/2008,227797,2817469,198720,198720,164435,667740,1150656,1150656,885190,6166557,490168
9/24/2008,36439,1618723,486728,486728,146006,180428,837644,837644,1021705,3059271,157815
9/25/2008,141849,1068198,310304,310304,246369,250596,889588,889588,871413,4731578,227892
9/26/2008,45648,1143225,293822,293822,89088,612008,448476,448476,586088,4576605,160927
9/29/2008,262448,2494000,342698,342698,341751,576912,1847228,1847228,1365378,12131892,522289
9/30/2008,266375,1386917,234098,234098,219871,351640,1914372,1914372,966811,6803956,232369
10/1/2008,515841,1930159,566326,566326,509206,919540,2483476,2483476,1298258,11319308,721648
10/2/2008,106181,2023377,265716,265716,157332,729400,7190064,7190064,1106296,7451941,248571
10/3/2008,94816,1941816,309704,309704,86370,670636,1842792,1842792,1182445,10776859,901806
10/6/2008,273712,2996357,438794,438794,312783,1399936,3034600,3034600,1583865,13657200,334252
10/7/2008,71286,2059428,420810,420810,270351,697536,1779260,1779260,1242030,10834386,177929
10/8/2008,74970,3687763,356868,356868,169265,1219932,1989424,1989424,1799245,15229047,309494
10/9/2008,277486,2564293,430854,430854,309273,871316,1276528,1276528,1412382,16950729,367372
10/10/2008,199198,5426928,709862,709862,295784,681212,2862660,2862660,2336879,17234540,533796
10/13/2008,231825,2986273,420148,420148,234374,376176,1391144,1391144,1259904,6511214,311584
10/14/2008,291823,3562585,332816,332816,246025,900544,2891320,2891320,1760423,13265382,263833
10/15/2008,125290,3626774,429266,429266,131510,1873752,1757172,1757172,1374699,8677273,266176
10/16/2008,81150,3920760,322762,322762,116010,1847756,1966332,1966332,1947156,18654261,187336
10/17/2008,102823,3282226,466646,466646,277952,1298092,2229720,2229720,2156786,13233308,144815
10/20/2008,118651,2689189,191292,191292,222981,874524,1397216,1397216,1478872,7405600,283080
10/21/2008,109620,1828610,135936,135936,158344,283212,958148,958148,1533315,8433560,335131
10/22/2008,73362,2247776,324110,324110,168318,378660,1683872,1683872,1274548,8730303,153333
10/23/2008,107996,4655340,494790,494790,185047,904700,2208280,2208280,1648401,16961185,177046
10/24/2008,108301,4117787,293670,293670,116431,795984,1569064,1569064,2077858,12867118,265228
10/27/2008,75760,2507718,112888,112888,67732,570184,1041596,1041596,1675327,7370731,298758
10/28/2008,53960,3363812,256782,256782,151029,468092,1108660,1108660,2498942,9834069,222740
10/29/2008,106027,2567436,173304,173304,124786,440712,1331572,1331572,2009449,8778069,263078
10/30/2008,155423,2403508,247752,247752,116452,880636,992864,992864,1781367,7994962,271351
10/31/2008,236113,2905949,231718,231718,247987,301256,727928,727928,1937240,7769546,361115
11/3/2008,1356660,1362058,226700,226700,323146,226820,959796,959796,917113,4855513,402825
11/4/2008,93439,1805556,197218,197218,300329,248420,1870044,1870044,1549587,5401321,477502
11/5/2008,176402,2630075,185940,185940,161238,141528,580756,580756,1286014,6518982,275362
11/6/2008,130185,2567901,271690,271690,68201,219552,1488208,1488208,1856495,8329526,208409
11/7/2008,55685,2104159,191654,191654,53570,612368,1018292,1018292,1293576,6955125,196257
11/10/2008,52607,1816788,144268,144268,62839,879872,576348,576348,1026279,5100105,464436
11/11/2008,98145,2189051,262140,262140,115845,317560,710008,710008,1748019,7727032,305150
11/12/2008,134163,1893344,337586,337586,77996,480388,1047952,1047952,1568850,7657083,227244
11/13/2008,77176,3130516,198252,198252,239945,926632,1328676,1328676,1963250,13221740,410747
11/14/2008,56443,3634366,289162,289162,64238,782232,993076,993076,1318890,9168180,159921
11/17/2008,96226,2216744,154046,154046,111926,289332,727104,727104,1906397,8416718,193480
11/18/2008,75726,2335694,114278,114278,129349,248272,631924,631924,1767810,8536316,187803
11/19/2008,46725,2421761,111520,111520,78834,420364,1312424,1312424,1639898,10614760,257521
11/20/2008,164715,3438509,448560,448560,157874,555276,1623556,1623556,2580390,18043715,292262
11/21/2008,226106,3292907,297560,297560,221617,975224,1774012,1774012,2488379,15983001,533349
11/24/2008,141013,2411483,562796,562796,166875,922836,1810952,1810952,2331607,17197578,357043
11/25/2008,55242,2752733,265160,265160,77949,787784,1293244,1293244,2467462,20445823,469452
11/26/2008,47987,2241137,162248,162248,91456,666264,1130460,1130460,1453958,13837030,268192
11/27/2008,47987,2241137,162248,162248,91456,666264,1130460,1130460,1453958,13837030,268192
11/28/2008,28748,233197,100020,100020,47900,189288,288760,288760,173580,5602239,158262
12/1/2008,484030,2002020,343318,343318,232941,1036308,681724,681724,1885301,16389567,519715
12/2/2008,130303,2093007,429638,429638,101931,754768,1154528,1154528,1844208,19066967,658597
12/3/2008,74565,2484847,174652,174652,94007,739736,1180832,1180832,1947205,13416829,403227
12/4/2008,42382,2697963,169234,169234,50312,402968,811900,811900,1506425,16779375,545088
12/5/2008,117909,2428567,343732,343732,283221,1092100,1518668,1518668,2789831,18271392,471454
12/8/2008,52184,2177511,352632,352632,156469,768516,1261564,1261564,1669811,8221044,682645
12/9/2008,69997,1862525,196052,196052,85780,830728,1053404,1053404,1747159,8624981,752380
12/10/2008,84748,1440791,310524,310524,252255,407540,1601464,1601464,1298686,6652766,382174
12/11/2008,184152,1643954,598184,598184,103211,483796,1157144,1157144,866554,6432961,236301
12/12/2008,51528,1591066,238144,238144,173697,279372,634116,634116,776467,6698222,449858
12/15/2008,61013,1254953,271502,271502,118334,382544,1083100,1083100,593546,4971779,372234
12/16/2008,50668,1868027,213100,213100,111285,467096,950324,950324,820921,6841712,714841
12/17/2008,51706,1549342,313180,313180,97426,209708,904480,904480,1102784,6554897,171120
12/18/2008,50495,2075044,142592,142592,148863,248476,1444700,1444700,910506,6720286,1651049
12/19/2008,38079,1186658,153838,153838,172010,381668,1071396,1071396,800434,5039431,239216
12/22/2008,87899,1494388,220746,220746,99868,603316,1444052,1444052,522643,5311275,338975
12/23/2008,65938,939625,271820,271820,87480,169584,1039744,1039744,593912,5118453,718378
12/24/2008,56119,383232,84454,84454,55943,170796,441820,441820,155879,1731893,136510
12/25/2008,56119,383232,84454,84454,55943,170796,441820,441820,155879,1731893,136510
12/26/2008,53939,318766,88938,88938,51944,170880,411192,411192,344492,1550796,159475
12/29/2008,49014,618883,101656,101656,74317,163648,819480,819480,514018,3312761,265591
12/30/2008,61389,586177,199228,199228,187742,354772,1057240,1057240,620650,4783162,338114
12/31/2008,131781,662314,248122,248122,153339,624964,1364524,1364524,652792,8350035,468246
1/1/2009,131781,662314,248122,248122,153339,624964,1364524,1364524,652792,8350035,468246
1/2/2009,97724,1150666,266624,266624,114540,844784,932700,932700,967479,3876752,191417
1/5/2009,38062,1670746,98218,98218,210030,1776620,1145296,1145296,982059,6354106,450609
1/6/2009,188306,2350908,121764,121764,104429,446016,1128652,1128652,1649491,6393460,662324
1/7/2009,25477,1442634,166582,166582,77990,213088,892144,892144,1070694,4366062,219506
1/8/2009,28275,1295733,219082,219082,66806,840116,1100624,1100624,914714,3967569,464082
1/9/2009,67801,1011476,120670,120670,79512,330688,1127696,1127696,861874,2805173,243093
1/12/2009,22683,873274,120806,120806,94925,859092,1141028,1141028,740639,3357533,248068
1/13/2009,56025,1090411,283418,283418,90939,506152,1933704,1933704,1360526,4676014,750055
1/14/2009,64065,1133048,138578,138578,101480,386820,1053536,1053536,1647268,4953407,238912
1/15/2009,99126,1180974,258452,258452,158795,583804,2046296,2046296,1704503,7358489,513228
1/16/2009,240450,1458174,133100,133100,53888,366208,2047944,2047944,2156344,6183675,292118
1/19/2009,240450,1458174,133100,133100,53888,366208,2047944,2047944,2156344,6183675,292118
1/20/2009,78481,1383972,231018,231018,179306,645964,1850860,1850860,1719464,6411305,860318
1/21/2009,48000,1210498,121686,121686,83965,449852,2092476,2092476,1229442,5428615,308205
1/22/2009,52420,1118184,246740,246740,72794,277744,1813432,1813432,1804096,8405978,237206
1/23/2009,55076,1288704,232314,232314,123859,907932,2436692,2436692,1158578,7720461,207162
1/26/2009,107523,852230,224432,224432,132812,500648,2003992,2003992,1275884,6167788,598015
1/27/2009,79212,819776,219884,219884,162212,553520,1577216,1577216,1651096,5010347,493796
1/28/2009,163227,679416,282996,282996,113547,456748,1727392,1727392,2754499,6240162,890183
1/29/2009,41561,534501,128320,128320,69122,176780,874804,874804,2153632,5338728,227233
1/30/2009,75083,671941,155274,155274,154306,320812,1795564,1795564,2769977,6251800,361935
2/2/2009,125660,946033,183596,183596,148815,2088768,3603380,3603380,3299990,4195052,230123
2/3/2009,66684,666775,340536,340536,124100,552672,1951908,1951908,2506442,4168641,361178
2/4/2009,90305,1022497,518254,518254,147022,474376,2194064,2194064,4190921,4904821,660319
2/5/2009,52768,1005088,319190,319190,150116,522452,1863084,1863084,6265333,5686641,288344
2/6/2009,58380,498371,196278,196278,97250,183140,4532800,4532800,3912510,5173588,286457
2/9/2009,46829,1284513,293418,293418,72674,610504,3344424,3344424,3498390,4078895,172589
2/10/2009,68914,932730,195836,195836,107956,2421932,1589292,1589292,6134868,7292636,448273
2/11/2009,40370,744851,304280,304280,101755,146680,1157308,1157308,3865587,5518565,321337
2/12/2009,67617,756529,359456,359456,187596,1037144,1846008,1846008,5123399,7899008,400020
2/13/2009,42854,664267,234172,234172,112851,1516464,1247052,1247052,2026305,5675528,236600
2/16/2009,42854,664267,234172,234172,112851,1516464,1247052,1247052,2026305,5675528,236600
2/17/2009,49500,1060841,237694,237694,143323,408604,1168476,1168476,2301817,8828611,316177
